cancer	subtype	gene	AYA_mut	AYA_wt	OA_mut	OA_wt	AYA_mut_ratio	OA_mut_ratio	Diff_AYA_OA	Higher_in_AYA	P
Lymphoid tumor	DLBCL	HLA-DRB5	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	ATIC	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	PALLD	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	TARBP2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	DYNC2H1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	IL2RA	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	TANC1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	CYP3A5	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	SLC26A3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	MTHFR	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	PHGDH	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	IFIT3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	GSTP1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	APOB	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	IFNL3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	HSPH1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	ABCC3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	RSF1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	FDPS	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	LDLR	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	ABCB1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	ASNS	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	OLIG2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	PPARD	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	DIRC2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	MC1R	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	HAVCR2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	TPM1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	TNFRSF9	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	HLA-DPB1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	ITPKB	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	HLA-DQA1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	HLA-DQB2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	IFNAR1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	PTPN13	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	SLC47A2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	EGF	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	CYP1B1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	SEC23B	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	HLA-DPA1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	NOP10	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	UMPS	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	YEATS4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	CTRC	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	IFNGR2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	BCLAF1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DLBCL	C10orf54	0	0	0	3	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,3),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	NCOA3	0	0	0	28	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,28),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	NPM1	0	8	0	307	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,307),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	TRAF7	0	4	1	142	0.000000	0.006993	0.006993	0	fisher.test(matrix(c(0,4,1,142),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ERCC4	0	8	0	275	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,275),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ERRFI1	0	0	0	32	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,32),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RAD51B	0	0	0	35	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,35),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PPP2R1A	0	4	3	162	0.000000	0.018182	0.018182	0	fisher.test(matrix(c(0,4,3,162),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	HIST1H3B	0	4	0	165	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,165),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	IL7R	0	4	0	165	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,165),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	HIST1H1C	0	0	0	49	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,49),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	DAXX	0	4	1	164	0.000000	0.006061	0.006061	0	fisher.test(matrix(c(0,4,1,164),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	LATS2	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	GNA11	0	8	10	294	0.000000	0.032895	0.032895	0	fisher.test(matrix(c(0,8,10,294),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	AKT1	0	8	0	304	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,304),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PARP1	0	0	0	49	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,49),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	BBC3	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	NFE2L2	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	DDR2	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ARID5B	0	0	0	36	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,36),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	STAG2	0	8	1	298	0.000000	0.003344	0.003344	0	fisher.test(matrix(c(0,8,1,298),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PRDM1	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PTPN11	1	7	36	271	0.125000	0.117264	0.007736	1	fisher.test(matrix(c(1,7,36,271),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	GRIN2A	0	0	0	55	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,55),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	GSK3B	0	0	0	51	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,51),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	FOXL2	0	4	1	164	0.000000	0.006061	0.006061	0	fisher.test(matrix(c(0,4,1,164),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	HIST2H3D	0	0	0	8	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,8),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ETV1	0	8	0	278	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,278),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	MAP3K1	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RAC1	0	4	0	143	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,143),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	SOX9	0	8	4	273	0.000000	0.014440	0.014440	0	fisher.test(matrix(c(0,8,4,273),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	SMAD3	0	0	0	33	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,33),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	MAP3K14	0	0	0	48	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,48),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	FANCC	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	SF3B1	0	8	0	304	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,304),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	SPOP	0	4	2	163	0.000000	0.012121	0.012121	0	fisher.test(matrix(c(0,4,2,163),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	HIST1H3A	0	0	0	8	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,8),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PTPRD	0	4	0	149	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,149),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	FGF19	0	0	0	51	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,51),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	IDH1	0	8	0	307	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,307),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	SMAD4	0	8	5	299	0.000000	0.016447	0.016447	0	fisher.test(matrix(c(0,8,5,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	CCND1	0	8	0	298	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,298),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PMS1	1	7	1	276	0.125000	0.003610	0.121390	1	fisher.test(matrix(c(1,7,1,276),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	CDKN1A	0	8	1	276	0.000000	0.003610	0.003610	0	fisher.test(matrix(c(0,8,1,276),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	SPEN	0	0	0	55	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,55),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RAF1	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	CCNE1	0	8	9	290	0.000000	0.030100	0.030100	0	fisher.test(matrix(c(0,8,9,290),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	IFNGR1	0	0	0	13	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,13),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PDPK1	0	0	0	32	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,32),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	YES1	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ERCC2	0	8	8	270	0.000000	0.028777	0.028777	0	fisher.test(matrix(c(0,8,8,270),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	CARD11	1	7	1	298	0.125000	0.003344	0.121656	1	fisher.test(matrix(c(1,7,1,298),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	SOX2	0	8	2	297	0.000000	0.006689	0.006689	0	fisher.test(matrix(c(0,8,2,297),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	KRAS	1	7	37	270	0.125000	0.120521	0.004479	1	fisher.test(matrix(c(1,7,37,270),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	MAPK3	0	0	0	29	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,29),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	XRCC2	0	4	0	140	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,140),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ESR1	0	8	1	298	0.000000	0.003344	0.003344	0	fisher.test(matrix(c(0,8,1,298),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	MALT1	0	0	0	52	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,52),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	SETD2	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	INHA	0	0	0	8	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,8),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	GATA1	0	0	0	55	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,55),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	NOTCH3	0	4	3	162	0.000000	0.018182	0.018182	0	fisher.test(matrix(c(0,4,3,162),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	MSH6	0	8	2	297	0.000000	0.006689	0.006689	0	fisher.test(matrix(c(0,8,2,297),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	AXIN2	0	4	2	141	0.000000	0.013986	0.013986	0	fisher.test(matrix(c(0,4,2,141),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PAX5	0	8	0	301	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,301),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PTPRT	0	0	0	33	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,33),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	CD274	0	8	1	298	0.000000	0.003344	0.003344	0	fisher.test(matrix(c(0,8,1,298),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	MDM4	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	BLM	0	8	4	295	0.000000	0.013378	0.013378	0	fisher.test(matrix(c(0,8,4,295),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	NOTCH1	0	8	0	304	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,304),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	SMARCB1	0	8	3	301	0.000000	0.009868	0.009868	0	fisher.test(matrix(c(0,8,3,301),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	EZH2	0	8	1	305	0.000000	0.003268	0.003268	0	fisher.test(matrix(c(0,8,1,305),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	NRAS	0	8	0	307	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,307),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PIK3R1	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	CHEK1	1	3	0	165	0.250000	0.000000	0.250000	1	fisher.test(matrix(c(1,3,0,165),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ATM	1	7	0	304	0.125000	0.000000	0.125000	1	fisher.test(matrix(c(1,7,0,304),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	FGFR1	0	8	1	303	0.000000	0.003289	0.003289	0	fisher.test(matrix(c(0,8,1,303),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	MLH1	0	8	0	304	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,304),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	TCF7L2	0	8	1	275	0.000000	0.003623	0.003623	0	fisher.test(matrix(c(0,8,1,275),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	BMPR1A	0	8	1	276	0.000000	0.003610	0.003610	0	fisher.test(matrix(c(0,8,1,276),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	VHL	0	8	1	303	0.000000	0.003289	0.003289	0	fisher.test(matrix(c(0,8,1,303),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	MAX	0	4	0	125	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,125),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RARA	0	8	2	297	0.000000	0.006689	0.006689	0	fisher.test(matrix(c(0,8,2,297),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PDCD1	0	0	0	53	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,53),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	SMAD2	0	8	5	294	0.000000	0.016722	0.016722	0	fisher.test(matrix(c(0,8,5,294),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	H3F3B	0	4	0	138	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,138),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	FGF3	0	0	0	55	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,55),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	TNFRSF14	0	0	0	55	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,55),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ERCC3	0	8	0	275	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,275),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	BTK	0	0	0	55	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,55),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RAD52	1	3	15	126	0.250000	0.106383	0.143617	1	fisher.test(matrix(c(1,3,15,126),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	KDM5C	0	8	0	279	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,279),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	BRCA1	0	8	2	297	0.000000	0.006689	0.006689	0	fisher.test(matrix(c(0,8,2,297),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	MTOR	0	8	1	298	0.000000	0.003344	0.003344	0	fisher.test(matrix(c(0,8,1,298),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PIK3CG	0	0	0	55	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,55),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RPS6KB2	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RNF43	0	4	2	163	0.000000	0.012121	0.012121	0	fisher.test(matrix(c(0,4,2,163),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PIK3CB	0	0	0	31	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,31),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	CDK4	1	7	36	263	0.125000	0.120401	0.004599	1	fisher.test(matrix(c(1,7,36,263),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	AXL	1	7	8	291	0.125000	0.026756	0.098244	1	fisher.test(matrix(c(1,7,8,291),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	TRAF2	0	0	0	48	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,48),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	FLCN	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ERG	0	8	2	277	0.000000	0.007168	0.007168	0	fisher.test(matrix(c(0,8,2,277),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	HIST1H3H	0	0	0	8	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,8),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	PBRM1	0	8	0	279	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,279),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	FGFR3	0	8	0	304	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,304),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	NSD1	0	4	0	164	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,164),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	TCF3	0	8	10	268	0.000000	0.035971	0.035971	0	fisher.test(matrix(c(0,8,10,268),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	STK40	0	0	0	9	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,9),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	KMT2D	1	7	36	263	0.125000	0.120401	0.004599	1	fisher.test(matrix(c(1,7,36,263),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	BIRC3	0	0	0	52	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,52),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	FOXP1	0	0	0	54	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,54),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	REL	0	8	3	292	0.000000	0.010169	0.010169	0	fisher.test(matrix(c(0,8,3,292),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RICTOR	0	4	0	165	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,165),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ERCC5	0	8	0	275	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,275),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	U2AF1	0	8	2	300	0.000000	0.006623	0.006623	0	fisher.test(matrix(c(0,8,2,300),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	MST1R	0	0	0	26	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,26),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	CTLA4	1	3	3	120	0.250000	0.024390	0.225610	1	fisher.test(matrix(c(1,3,3,120),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RBM10	0	4	0	143	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,143),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	CDKN2C	0	8	0	299	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,299),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	DICER1	0	8	0	277	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,277),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ALOX12B	0	4	0	165	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,165),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	CUL3	0	0	0	33	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,33),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RIT1	0	4	0	145	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,145),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	DNMT3A	0	8	2	302	0.000000	0.006579	0.006579	0	fisher.test(matrix(c(0,8,2,302),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ETV6	1	7	36	266	0.125000	0.119205	0.005795	1	fisher.test(matrix(c(1,7,36,266),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	ID3	0	8	2	293	0.000000	0.006780	0.006780	0	fisher.test(matrix(c(0,8,2,293),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RHOA	0	4	0	165	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,165),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	FOXA1	0	4	0	143	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,143),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	FAT1	0	4	0	164	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,4,0,164),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	GNAQ	0	8	0	304	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,8,0,304),nrow=2))$p.value
Lymphoid tumor	CLL/SLL	RECQL4	1	7	11	246	0.125000	0.042802	0.082198	1	fisher.test(matrix(c(1,7,11,246),nrow=2))$p.value
