cancer	gene	AYA_mut	AYA_wt	OA_mut	OA_wt	AYA_mut_ratio	OA_mut_ratio	Diff_AYA_OA	Higher_in_AYA	P
Lymphoid tumor	RTKN2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	NRG3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PSMC1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	STPG2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	RFTN2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	LRBA	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	KRT33A	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CCKAR	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	GPATCH8	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CDH23	0	0	0	19	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,19),nrow=2))$p.value
Lymphoid tumor	AFG3L2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ABCB5	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	OR4D11	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	AMTN	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CDHR5	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	LINC00518	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PLD1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SNTG1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	RPS15	0	0	0	32	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,32),nrow=2))$p.value
Lymphoid tumor	HECW1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CNTLN	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	IFNAR2	0	0	0	32	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,32),nrow=2))$p.value
Lymphoid tumor	ZNRF4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	AZU1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZBBX	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PAH	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	POLD2P1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CBWD6	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SRCAP	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	TRIM4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	BFAR	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	TBX4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	TBC1D28	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	FGD4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	STT3A	0	1	0	29	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,29),nrow=2))$p.value
Lymphoid tumor	SULT1A2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	COL4A4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PPTC7	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	TREH	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	MAGEH1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	NKX2-1-AS1	0	1	0	29	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,29),nrow=2))$p.value
Lymphoid tumor	IGSF1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DOCK2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	KRT8P8	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	BMP4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	NCAM2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PTGR2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	USH1C	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	EAPP	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	OR4K11P	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	OTC	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	FAM86A	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	TRMT11	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	MFSD4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	FREM1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PLA2G6	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CASP3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PTPRN2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SIL1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	NFIA	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	FOXK1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZWINT	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PRKACB	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SCNN1B	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ANKRD20A12P	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZFYVE27	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	LRRIQ1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	XPNPEP2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DRD2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	GEMIN2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	GRIK4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	MYO5B	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PCBP1-AS1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PLEKHS1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DUSP13	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	XPO7	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	TAF4B	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	NELL2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	AMELY	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	RPE	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	FGF9	0	1	0	56	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,56),nrow=2))$p.value
Lymphoid tumor	GPR65	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DPF3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CCT7	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	NRK	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ANKRD1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZNF292	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CPXM2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	OR2U1P	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DIAPH3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CALML4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	RASSF6	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZNF485	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	MTF2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	RRP1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CA8	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CCDC66	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZFYVE26	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	NMUR1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	AKAP7	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CLEC4D	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CYP2B6	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	EYA2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	BCL2L14	0	74	0	164	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,74,0,164),nrow=2))$p.value
Lymphoid tumor	TLN2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PTBP2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	C6orf195	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	HAVCR1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	KIAA1549L	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	BANK1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SPIDR	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	HHIPL2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	WDR70	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CD247	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ANKRD26	0	1	0	29	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,29),nrow=2))$p.value
Lymphoid tumor	ZNF75D	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DTX4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	LAMA2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	TRIP12	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	L3MBTL4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	HERC2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SCML2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PQLC3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SLC25A37	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	GRID2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZNF710	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PLCD4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	FSTL4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	IGHV5-51	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	LZTS1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PLXDC2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	GPNMB	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	GRAMD1A	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CDH7	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	USP9Y	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CWC22	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	KCNJ3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	IKBKAP	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CYP4F24P	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	BNIP3P1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PDGFD	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	INTU	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	FGD6	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZNF474	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	LEPR	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	BEX2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	STYXL1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PGM5	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	MCTS1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SLC27A6	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	MLC1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PABPC1L	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	NKX6-1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	COL28A1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	IGHV3-33	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ANXA3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ADCY3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PRDM5	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ASS1P10	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	NXPH2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ANKFN1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	RETNLB	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SPANXN2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PHF2P2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SCMH1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	SPAG16	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	FAM174A	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DAZ1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	IGHV1-3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	METTL23	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CCDC92	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ERGIC2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ANO3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	HNRNPA1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PRR5L	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	NPAP1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	RHBDF1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ISX	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ERO1LB	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZMAT4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	GYPC	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DCUN1D4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZMIZ1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	PROM2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	CDRT1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	METTL16	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	OR5D14	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	RP1L1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	MAP4K4	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DIDO1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	LINC00884	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	ZFY	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	GSTA2	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	UNC5C	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	FHL3	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	DDX18	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	USO1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	FNIP1	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	OR52K3P	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	STK38	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
Lymphoid tumor	AMPH	0	0	0	5	NA	0.000000	NA	NA	fisher.test(matrix(c(0,0,0,5),nrow=2))$p.value
