cancer	gene	AYA_mut	AYA_wt	OA_mut	OA_wt	AYA_mut_ratio	OA_mut_ratio	Diff_AYA_OA	Higher_in_AYA	P
Lymphoid tumor	ALK-MED12	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	DYM-TMPRSS2	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	B2M-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	AKT2-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	CIITA-RP11-876N24.2	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	TUT4-UROD	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	SOCS1-intergenic	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	ATRNL1-WT1	0	45	1	281	0.000000	0.003546	0.003546	0	fisher.test(matrix(c(0,45,1,281),nrow=2))$p.value
Lymphoid tumor	CD74-PDGFRB	1	23	0	1	0.041667	0.000000	0.041667	1	fisher.test(matrix(c(1,23,0,1),nrow=2))$p.value
Lymphoid tumor	CRLF2-intragenic	1	23	0	1	0.041667	0.000000	0.041667	1	fisher.test(matrix(c(1,23,0,1),nrow=2))$p.value
Lymphoid tumor	ETV6-NTRK2	1	23	0	1	0.041667	0.000000	0.041667	1	fisher.test(matrix(c(1,23,0,1),nrow=2))$p.value
Lymphoid tumor	FXYD6-KMT2A	0	24	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,24,0,1),nrow=2))$p.value
Lymphoid tumor	CREBBP-KAT6A	0	49	0	134	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,49,0,134),nrow=2))$p.value
Lymphoid tumor	BCL6-fusion	0	49	1	133	0.000000	0.007463	0.007463	0	fisher.test(matrix(c(0,49,1,133),nrow=2))$p.value
Lymphoid tumor	BRCA1-intragenic	1	48	0	134	0.020408	0.000000	0.020408	1	fisher.test(matrix(c(1,48,0,134),nrow=2))$p.value
Lymphoid tumor	CBL-KMT2A	0	49	0	134	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,49,0,134),nrow=2))$p.value
Lymphoid tumor	CRLF2-IGH	1	48	0	134	0.020408	0.000000	0.020408	1	fisher.test(matrix(c(1,48,0,134),nrow=2))$p.value
Lymphoid tumor	ARID5B-intragenic	1	48	0	134	0.020408	0.000000	0.020408	1	fisher.test(matrix(c(1,48,0,134),nrow=2))$p.value
Lymphoid tumor	CD274-PDCD1LG2)	1	48	0	134	0.020408	0.000000	0.020408	1	fisher.test(matrix(c(1,48,0,134),nrow=2))$p.value
Lymphoid tumor	CRLF2-P2RY8	2	47	0	134	0.040816	0.000000	0.040816	1	fisher.test(matrix(c(2,47,0,134),nrow=2))$p.value
Lymphoid tumor	IKZF3-intragenic	0	49	1	133	0.000000	0.007463	0.007463	0	fisher.test(matrix(c(0,49,1,133),nrow=2))$p.value
Lymphoid tumor	JAK2-TFG	1	48	0	134	0.020408	0.000000	0.020408	1	fisher.test(matrix(c(1,48,0,134),nrow=2))$p.value
Lymphoid tumor	XBP1-intragenic	1	48	0	134	0.020408	0.000000	0.020408	1	fisher.test(matrix(c(1,48,0,134),nrow=2))$p.value
Lymphoid tumor	TP63-intragenic	0	0	1	11	NA	0.083333	NA	NA	fisher.test(matrix(c(0,0,1,11),nrow=2))$p.value
Myeloid tumor	ABL1-BCR	4	45	15	368	0.081633	0.039164	0.042468	1	fisher.test(matrix(c(4,45,15,368),nrow=2))$p.value
Myeloid tumor	BCR-intragenic	0	14	0	72	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,14,0,72),nrow=2))$p.value
Myeloid tumor	KMT2A-MLLT3	4	76	4	491	0.050000	0.008081	0.041919	1	fisher.test(matrix(c(4,76,4,491),nrow=2))$p.value
Myeloid tumor	ATM-intragenic	0	14	0	72	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,14,0,72),nrow=2))$p.value
Myeloid tumor	CDNF-KMT2D	0	14	0	72	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,14,0,72),nrow=2))$p.value
Myeloid tumor	GATA2-intragenic	0	14	1	71	0.000000	0.013889	0.013889	0	fisher.test(matrix(c(0,14,1,71),nrow=2))$p.value
Myeloid tumor	BRD3-VAV2	0	14	0	72	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,14,0,72),nrow=2))$p.value
Myeloid tumor	EP300-intragenic	0	35	0	209	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,35,0,209),nrow=2))$p.value
Myeloid tumor	KDM3B-MAP3K14	0	14	0	72	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,14,0,72),nrow=2))$p.value
Myeloid tumor	TNFAIP3-intragenic	0	34	0	203	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,34,0,203),nrow=2))$p.value
Myeloid tumor	BIRC3-MALT1	0	28	0	180	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,28,0,180),nrow=2))$p.value
Myeloid tumor	DNMT1-PDE4A	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	LOC729991-MEF2B-MYC	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	BCL2L11-CD274	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	CD274-PDCD1LG2	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	ARID1A-FAF1	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	BCL6-EIF4A2	0	15	0	109	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,15,0,109),nrow=2))$p.value
Myeloid tumor	MYC-TMEM121	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	APC-NCRNA00202	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	TCF3-ZBTB7A	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	FANCA-PAX5	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	MYD88-VILL	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	PUS10-REL	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	CREBBP-intragenic	0	22	0	138	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,22,0,138),nrow=2))$p.value
Myeloid tumor	KMT2C-intragenic	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	MSH6-intragenic	0	36	0	246	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,36,0,246),nrow=2))$p.value
Myeloid tumor	CRLF2-DHRSX	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	CD274-LPIN1	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	REL-intragenic	0	15	0	109	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,15,0,109),nrow=2))$p.value
Myeloid tumor	CD79B-TTLL7	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	RPS6KA4-SYPL1	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	SMARCA4-intragenic	0	1	0	1	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,1,0,1),nrow=2))$p.value
Myeloid tumor	CIITA-SOCS1	0	20	0	6	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,20,0,6),nrow=2))$p.value
Myeloid tumor	BMPR1A-NUDT9P1	0	2	0	2	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,2),nrow=2))$p.value
Myeloid tumor	KMT2A-RNF214	0	2	0	2	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,2),nrow=2))$p.value
Myeloid tumor	TAP1-intragenic	0	2	0	2	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,2,0,2),nrow=2))$p.value
Myeloid tumor	FLT3-intragenic	9	44	20	420	0.169811	0.045455	0.124357	1	fisher.test(matrix(c(9,44,20,420),nrow=2))$p.value
Myeloid tumor	FANCD2-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	SMC3-intragenic	0	21	1	136	0.000000	0.007299	0.007299	0	fisher.test(matrix(c(0,21,1,136),nrow=2))$p.value
Myeloid tumor	ALK-CCSER1	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	AFF1-KMT2A	0	45	0	245	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,45,0,245),nrow=2))$p.value
Myeloid tumor	ABL1-intergenic	0	26	1	157	0.000000	0.006329	0.006329	0	fisher.test(matrix(c(0,26,1,157),nrow=2))$p.value
Myeloid tumor	ETV6-FLT3	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGHE-MYEOV	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	ERBB4-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGH-S1PR2	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL6-IL21R	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	CIITA-IGH	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL2-IGH	0	42	0	325	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,42,0,325),nrow=2))$p.value
Myeloid tumor	AR-intragenic	0	21	1	136	0.000000	0.007299	0.007299	0	fisher.test(matrix(c(0,21,1,136),nrow=2))$p.value
Myeloid tumor	MAP2K1-intragenic	0	21	1	136	0.000000	0.007299	0.007299	0	fisher.test(matrix(c(0,21,1,136),nrow=2))$p.value
Myeloid tumor	BCL6-IGH	0	26	0	158	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,26,0,158),nrow=2))$p.value
Myeloid tumor	FLT4-FRMD4A	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	CD58-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGHA1-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL6-CIITA	0	26	0	158	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,26,0,158),nrow=2))$p.value
Myeloid tumor	CD79B-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	PRDM1-intragenic	0	40	0	266	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,40,0,266),nrow=2))$p.value
Myeloid tumor	PIK3C2B-SLC6A11	0	21	1	136	0.000000	0.007299	0.007299	0	fisher.test(matrix(c(0,21,1,136),nrow=2))$p.value
Myeloid tumor	ASXL1-intragenic	0	48	6	413	0.000000	0.014320	0.014320	0	fisher.test(matrix(c(0,48,6,413),nrow=2))$p.value
Myeloid tumor	MYC-intergenic	0	26	0	158	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,26,0,158),nrow=2))$p.value
Myeloid tumor	CCND1-IGH	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	KMT2D-intragenic	1	25	0	158	0.038462	0.000000	0.038462	1	fisher.test(matrix(c(1,25,0,158),nrow=2))$p.value
Myeloid tumor	BCL2-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	KMT2A-intragenic	1	48	2	139	0.020408	0.014184	0.006224	1	fisher.test(matrix(c(1,48,2,139),nrow=2))$p.value
Myeloid tumor	FGFR2-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	PMS2-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL6-TNFAIP8	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	MYD88-intragenic	0	26	0	158	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,26,0,158),nrow=2))$p.value
Myeloid tumor	FANCD2-intragenic	0	21	1	136	0.000000	0.007299	0.007299	0	fisher.test(matrix(c(0,21,1,136),nrow=2))$p.value
Myeloid tumor	ABCA1-CBL	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGHJ4-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCOR-intragenic	0	21	1	136	0.000000	0.007299	0.007299	0	fisher.test(matrix(c(0,21,1,136),nrow=2))$p.value
Myeloid tumor	PML-RARA	2	51	10	430	0.037736	0.022727	0.015009	1	fisher.test(matrix(c(2,51,10,430),nrow=2))$p.value
Myeloid tumor	NF1-RAB11FIP4	0	26	1	157	0.000000	0.006329	0.006329	0	fisher.test(matrix(c(0,26,1,157),nrow=2))$p.value
Myeloid tumor	LMNA-SOCS1	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	RB1-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	SUZ12-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	TP53-intragenic	0	35	1	244	0.000000	0.004082	0.004082	0	fisher.test(matrix(c(0,35,1,244),nrow=2))$p.value
Myeloid tumor	SOCS1-intragenic	0	40	0	266	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,40,0,266),nrow=2))$p.value
Myeloid tumor	TRAJ21-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	MMSET-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGH-NME5	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	PDCD1LG2-intragenic	0	39	0	141	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,39,0,141),nrow=2))$p.value
Myeloid tumor	MYC-intragenic	1	40	0	268	0.024390	0.000000	0.024390	1	fisher.test(matrix(c(1,40,0,268),nrow=2))$p.value
Myeloid tumor	BCL6-intergenic	0	40	0	266	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,40,0,266),nrow=2))$p.value
Myeloid tumor	ETV5-SIL1	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	SMAD4-intragenic	0	21	1	136	0.000000	0.007299	0.007299	0	fisher.test(matrix(c(0,21,1,136),nrow=2))$p.value
Myeloid tumor	TRAV38-2DV8-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL2-IGHJ3	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	GRK4-HNF1A	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	ACOT11-RP11	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGHJ4-IGHV4-59	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGHD2-2-LINC00484	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	ETV6-IGH	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	ZFP36L1-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL2-IGHJ6	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	KMT2D-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGHE-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGH-ZFP36L1	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGH-WWOX	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	ELL-KMT2A	1	20	0	137	0.047619	0.000000	0.047619	1	fisher.test(matrix(c(1,20,0,137),nrow=2))$p.value
Myeloid tumor	BCL6-TBL1XR1	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	PIM1-intragenic	0	40	0	266	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,40,0,266),nrow=2))$p.value
Myeloid tumor	IGHJ1-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	ARID2-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL6-IGHE	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGHE-MYC	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL6-IGL	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL6-IKZF1	0	26	0	158	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,26,0,158),nrow=2))$p.value
Myeloid tumor	ABCB9-IGH	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGHD3-9-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL6-ST6GAL1	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGH-MYC	0	43	0	259	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,43,0,259),nrow=2))$p.value
Myeloid tumor	NFKBIZ-intragenic	0	26	0	158	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,26,0,158),nrow=2))$p.value
Myeloid tumor	MYB-intragenic	0	21	1	136	0.000000	0.007299	0.007299	0	fisher.test(matrix(c(0,21,1,136),nrow=2))$p.value
Myeloid tumor	BCL6-LPP	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL2-IGHD	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	KDM6B-PITPNM3	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	LMO3-RELL1	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL2-MPST	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGH-MPST	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	JAK2-TTC7B	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	FUS-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	CBFA2T3-IGH	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	CDKN1B-ETV6	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	KCNIP1-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	SBNO2-STK11	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	GATA6-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	STAG2-intragenic	0	26	1	157	0.000000	0.006329	0.006329	0	fisher.test(matrix(c(0,26,1,157),nrow=2))$p.value
Myeloid tumor	TAL2-TRB	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	DLEU2-SF3B1	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	KMT2A-MLLT4	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	TRDV2-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	TRGJ2-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	DEPDC5-intragenic	0	21	2	135	0.000000	0.014599	0.014599	0	fisher.test(matrix(c(0,21,2,135),nrow=2))$p.value
Myeloid tumor	CUX1-intragenic	0	26	1	157	0.000000	0.006329	0.006329	0	fisher.test(matrix(c(0,26,1,157),nrow=2))$p.value
Myeloid tumor	FLT4-intragenic	0	34	3	308	0.000000	0.009646	0.009646	0	fisher.test(matrix(c(0,34,3,308),nrow=2))$p.value
Myeloid tumor	PEX13-REL	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	KMT2A-MLLT1	0	49	0	141	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,49,0,141),nrow=2))$p.value
Myeloid tumor	IGH-TRAJ41	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	PARK2-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	IGH-intergenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	TRA-intragenic	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	BCL6-CYP2D8P	0	21	0	137	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,21,0,137),nrow=2))$p.value
Myeloid tumor	GNA11-intragenic	0	13	0	174	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,13,0,174),nrow=2))$p.value
Myeloid tumor	FAS-PTEN	0	13	0	174	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,13,0,174),nrow=2))$p.value
Myeloid tumor	NF2-SFI1	0	13	0	174	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,13,0,174),nrow=2))$p.value
Myeloid tumor	NF1-intragenic	0	45	1	285	0.000000	0.003497	0.003497	0	fisher.test(matrix(c(0,45,1,285),nrow=2))$p.value
Myeloid tumor	GSTM5-intragenic	0	13	3	171	0.000000	0.017241	0.017241	0	fisher.test(matrix(c(0,13,3,171),nrow=2))$p.value
Myeloid tumor	ERCC2-intragenic	0	13	1	173	0.000000	0.005747	0.005747	0	fisher.test(matrix(c(0,13,1,173),nrow=2))$p.value
Myeloid tumor	AURKA-intragenic	0	13	1	173	0.000000	0.005747	0.005747	0	fisher.test(matrix(c(0,13,1,173),nrow=2))$p.value
Myeloid tumor	KDM6B-intragenic	0	13	1	173	0.000000	0.005747	0.005747	0	fisher.test(matrix(c(0,13,1,173),nrow=2))$p.value
Myeloid tumor	ABL1-SERINC2	0	13	1	173	0.000000	0.005747	0.005747	0	fisher.test(matrix(c(0,13,1,173),nrow=2))$p.value
Myeloid tumor	KMT2D-LARP4	0	13	1	173	0.000000	0.005747	0.005747	0	fisher.test(matrix(c(0,13,1,173),nrow=2))$p.value
Myeloid tumor	KMT2D-UPF3A	0	13	1	173	0.000000	0.005747	0.005747	0	fisher.test(matrix(c(0,13,1,173),nrow=2))$p.value
Myeloid tumor	ETV6-FOXO1	0	13	0	174	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,13,0,174),nrow=2))$p.value
Myeloid tumor	TRBJ2-7-TRBV11-2	0	13	0	174	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,13,0,174),nrow=2))$p.value
Myeloid tumor	ETV6-PAX5	0	13	0	174	0.000000	0.000000	0.000000	0	fisher.test(matrix(c(0,13,0,174),nrow=2))$p.value
