Uniprot Degree Betweenness Closeness Transitivity Pagerank Eccentricity Eigenvector
SRGAP3 13 5.59708821504614e-05 0.307855364669345 0.0384615384615385 6.75213702386375e-05 8 0.0396395797264377
SRGAP2B 7 5.83054488305649e-06 0.283175006234838 0 4.26237374288396e-05 8 0.0120950321161466
SRGAP1 1 0 0.253923721232821 0 1.73379227418909e-05 8 0.00089918814767697
SRCAP 12 2.14997551446868e-05 0.290579996742898 0.106060606060606 6.08407317583953e-05 8 0.0269775953833108
SRARP 5 9.33488480688073e-06 0.285799276920965 0 3.38610669610364e-05 8 0.0112275189649048
SQLE 3 1.41162411351494e-07 0.254861550390761 0.333333333333333 2.30464125026816e-05 9 0.00168974556715087
SPTLC1 13 3.19928913960832e-05 0.285133777737193 0.0384615384615385 7.05410183018885e-05 8 0.00801833487813442
SPSB4 3 4.23377573113481e-07 0.252772605844734 0.666666666666667 2.96552718988792e-05 8 0.00142455650629539
SPSB3 5 1.70076001461615e-05 0.280327684883851 0 3.73558757256365e-05 8 0.0127090902572863
SPSB2 15 6.75878990092576e-05 0.300312575138254 0.0285714285714286 7.98523492122691e-05 8 0.0260186513301545
SPSB1 21 0.000179996297598665 0.303759910501484 0.019047619047619 0.000114736182544233 8 0.0248868746909168
SPRYD7 19 0.000262469490884083 0.306225022678795 0.0175438596491228 9.68643503011615e-05 8 0.0376823849522419
SPRY4 41 0.000432336157440896 0.328329959780237 0.0487804878048781 0.000185360305213406 8 0.107818706267629
SPRY3 27 4.72162380572125e-05 0.309564527722012 0.142450142450142 0.000110355376298831 8 0.102136451661493
SPRING1 3 2.70076883534589e-05 0.277112176073837 0 2.39950105294489e-05 8 0.0150587808020012
SPPL2A 2 1.08353588591177e-05 0.275589682487147 0 2.22365493586264e-05 8 0.00613161617188275
SPO11 1 0 0.256895452395154 0 1.62071494121956e-05 9 0.00375940493004314
SPN 7 4.96984843758251e-05 0.272927911194633 0.238095238095238 4.19979961055269e-05 9 0.00433497236942221
SPNS3 8 2.87494205050865e-06 0.252741915901089 0.0357142857142857 4.28085164089369e-05 9 0.00161212409150288
SPIRE1 5 1.05493846508787e-05 0.259101752930194 0 3.72472934285921e-05 8 0.00194633266872318
SPINT1 17 0.000133293860481599 0.280277360141822 0.0147058823529412 8.11679296335341e-05 9 0.0106587110430186
SPINK2 6 5.95217702831223e-05 0.292505854800937 0.333333333333333 4.08734556254561e-05 8 0.0326010578994405
SPINDOC 3 3.99911005502758e-06 0.274475332381057 0 2.56292668177796e-05 8 0.00794935528439277
SPECC1L 6 2.62038226231164e-06 0.277697489828134 0 3.67193930010267e-05 8 0.0096646203897044
SPDYE4 12 0.000215679746660215 0.29156356505906 0.0303030303030303 7.58509642702536e-05 8 0.0203493162283715
SPDL1 6 6.86947057294137e-06 0.272445685367769 0 4.04804150180373e-05 8 0.00905882462778606
SPDEF 8 5.12663099722027e-06 0.285766582012035 0.0714285714285714 4.53986078703751e-05 8 0.0208047440667916
SPATS1 24 0.000108247965697196 0.305565749235474 0.0036231884057971 0.000114859492530335 8 0.0359181574794203
SPATC1L 42 0.000547754084119069 0.321360572222508 0.0731707317073171 0.000206298649404885 8 0.104456730296179
SPATA8 27 0.000185949525070454 0.323072943610967 0.125356125356125 0.000119276864886492 8 0.122368278951027
SPATA46 12 8.27554179108949e-05 0.300731965713185 0.0606060606060606 6.68208946293023e-05 8 0.0435421643516146
SPATA3 20 4.68612581523243e-05 0.308258058146996 0.184210526315789 8.79221164981009e-05 8 0.0978095943730253
SPATA2L 20 0.000136992442675652 0.319543582265203 0.0526315789473684 0.000104044605951501 8 0.0350661276289124
SPATA25 1 0 0.272054018732302 0 1.54461944093485e-05 9 0.0100812987461112
SPATA24 24 0.000130253461618031 0.321774525968673 0.0869565217391304 0.000107125891034107 8 0.116299370834994
SPATA22 19 0.000132286741239349 0.319004929379613 0.064327485380117 9.50035009334801e-05 8 0.0443487858896896
SPATA18 12 1.37645301075211e-05 0.295048662950014 0.151515151515152 5.99016889865463e-05 8 0.0387827234998885
SPATA17 4 1.11914226600987e-06 0.251080510604081 0 3.31937574861236e-05 9 0.00127719839618524
SPATA12 32 0.000174959549565692 0.325803422370618 0.0524193548387097 0.000142932627349467 8 0.0715558889414297
SPART 14 5.834856997359e-05 0.284134855998908 0.032967032967033 7.9615843244342e-05 8 0.00876457351408098
SPANXN3 15 5.73077890463938e-05 0.303346772234906 0.0285714285714286 7.95419817840539e-05 8 0.0274307630981477
SPANXN2 46 0.000719962207966837 0.315117569885962 0.021256038647343 0.000246143433985819 8 0.0511654534351003
SPANXB1 4 3.08335757077704e-06 0.271900034831069 0.166666666666667 3.07770003693314e-05 8 0.00751157542433699
SPAG5 46 0.000587807249341968 0.308052780860772 0.0173913043478261 0.000225058373598337 7 0.0747909314711358
SPAG4 27 0.000355648177098079 0.273130836012159 0.0142450142450142 0.000139268090247089 9 0.00544001399378479
SPAG16 4 7.5499836161305e-06 0.269576102909436 0 3.22500968753231e-05 8 0.00545702948104306
SPAG11B 2 5.58746131566706e-07 0.273304157549234 0 2.1373431779144e-05 8 0.0065325812811204
SPACA3 3 1.25095576404209e-07 0.261532340808677 0 2.4941934511742e-05 8 0.00280879969141854
SPACA1 25 0.000247891303439301 0.277845750005561 0.0633333333333333 0.000126097781514847 8 0.0064035643610119
SP7 4 2.0251567679031e-06 0.27219038071785 0 2.8006078257532e-05 8 0.00939273974490506
SP6 9 1.5093223309116e-05 0.297211117456691 0.111111111111111 5.54118220622515e-05 8 0.0116838192857664
SP3 9 6.77170955803831e-05 0.301668961186387 0 5.60738032927258e-05 8 0.0146151302340486
SP2 15 0.000107775067444269 0.302523857966381 0.104761904761905 7.91962377578969e-05 8 0.024857800212232
SP100 22 0.000115608249934245 0.297253557998953 0.0303030303030303 0.000118895026275575 8 0.0147148397440855
SOX3 3 1.63048795551564e-07 0.284044391885745 0.666666666666667 2.46401438186727e-05 8 0.0120941799872261
SOX14 16 7.513053788896e-05 0.309848672785909 0.05 8.43116556506493e-05 8 0.0306851400530688
SOX13 6 1.84098361327836e-06 0.286441610861389 0.133333333333333 3.50509313375369e-05 8 0.0203527875001626
SOX10 15 7.32581467765017e-05 0.301217894609912 0.0476190476190476 7.87288810726114e-05 8 0.0263145326382541
SOS1 16 0.00017353087616187 0.294464353074312 0.1 9.77884045877187e-05 8 0.0134241867276222
SORT1 20 0.000614645867208464 0.297020284892155 0.0315789473684211 0.000144071234019758 8 0.0112140798611035
SORL1 19 0.000403052780118963 0.294020715630885 0.0409356725146199 0.000133944129616647 8 0.01279098651839
SOHLH1 25 3.62387179326144e-05 0.304730768292385 0.163333333333333 0.000109126904382609 8 0.0625140192358714
SOGA1 13 8.0200709714076e-06 0.293089287809457 0.0512820512820513 6.22839510975437e-05 9 0.0320584324440657
SOD3 7 2.81657716811938e-05 0.277013839602555 0.285714285714286 5.34453795834092e-05 9 0.00588450462757092
SOD1 72 0.00100507523862214 0.313787559039293 0.0066510172143975 0.000381163316632796 8 0.0413047506456499
SOCS6 14 0.000102578523685515 0.303442579140448 0.043956043956044 7.55151230732548e-05 8 0.0212226011986466
SOCS4 15 9.85113123116147e-05 0.312265613280664 0.0571428571428571 8.07946881809663e-05 8 0.0339789589441796
SOCS2 5 8.05293447217756e-06 0.27143912722215 0.2 3.76948191297239e-05 8 0.00600983465546716
SOAT2 1 0 0.222983950154428 0 1.72684319049775e-05 9 0.000154934773100127
SNX6 6 3.04009277203319e-05 0.284626954104188 0.133333333333333 4.2805031602566e-05 8 0.00546889055154062
SNX32 9 1.62995339643319e-05 0.283040246555475 0.0277777777777778 5.47146966661191e-05 7 0.0106883280431439
SNX30 1 0 0.209683376422792 0 1.93575971224311e-05 10 3.89631480223616e-05
SNX18 17 0.000198370952829127 0.307673358788028 0.0661764705882353 9.03028679252992e-05 8 0.0558713121770045
SNX11 10 4.13113162377308e-05 0.276272423632463 0.0222222222222222 6.15933406469009e-05 9 0.00469264683155354
SNX10 8 3.22341603084959e-05 0.29384778261381 0 4.71024831390248e-05 8 0.0130037652220272
SNTG1 2 1.73183017155613e-07 0.236705454269795 0 2.47580670582423e-05 9 0.000671735358667632
SNRNP48 4 1.28311302341624e-06 0.286002152458153 0.166666666666667 2.75400830493793e-05 9 0.0172694265192919
SNRNP35 17 0.0001211672347324 0.296886142144046 0.0147058823529412 9.40954619630011e-05 8 0.0170104551839832
SNRNP25 16 9.34556090220057e-05 0.311083437110834 0.075 7.89366109786797e-05 8 0.058982469635126
SNPH 3 3.07721662130353e-06 0.255785377841491 0 2.89218631770642e-05 9 0.00116993048702478
SNORC 22 1.85534347377267e-05 0.267956749334935 0.108225108225108 9.37927164952347e-05 8 0.00765591772477713
SNAPIN 46 0.000942795061034202 0.309556855358382 0.0531400966183575 0.000254591223383525 8 0.0554202557638875
SNAPC5 35 0.000352849356392884 0.304537585643576 0.0184873949579832 0.000174089238974356 7 0.0387009251302966
SNAPC3 14 7.12256264136092e-05 0.301050906286155 0.032967032967033 7.52497984346955e-05 8 0.0297765367059725
SNAP91 5 1.81178697042507e-06 0.288026934784614 0.1 3.12993804373458e-05 9 0.0194062664044986
SNAP47 24 0.000344042375188827 0.305184967991008 0.0434782608695652 0.000113438260700321 8 0.0295645240855296
SNAP23 7 5.89834118168936e-06 0.280277360141822 0.142857142857143 4.04538483422182e-05 9 0.00629138790274773
SNAI2 5 2.69826906014162e-06 0.278788419901342 0 3.33708916921235e-05 8 0.00978814592077751
SMYD5 2 0 0.266248854213298 1 1.88023888062066e-05 9 0.0126242441370705
SMYD3 8 7.18196854733806e-06 0.282081394823614 0.0714285714285714 4.34352233495258e-05 8 0.0194264468858396
SMUG1 41 0.000103754865297379 0.317037262666261 0.163414634146341 0.000169445318291274 8 0.104703751267123
SMU1 10 5.25655066089181e-05 0.290040173698999 0.0888888888888889 5.95481502389496e-05 8 0.0124789492011789
SMTN 2 0.000157045021559645 0.270252726328544 0 4.15619061409546e-05 8 0.0054984871743828
SMRP1 26 4.4329780285572e-05 0.310827962073514 0.0953846153846154 0.000110050143190586 8 0.0826961530068421
SMR3B 3 4.3305714870633e-06 0.275955016460087 0.333333333333333 2.66020275249895e-05 9 0.00632976904555889
SMR3A 4 3.49809297953026e-07 0.269826524660286 0 2.73402224679644e-05 9 0.00791271139542393
SMPD2 14 3.80991828064141e-05 0.278111779113783 0.043956043956044 7.62813871018331e-05 8 0.00415576495328645
SMOC1 7 2.75528972849659e-06 0.28507520598909 0.428571428571429 3.79380199498005e-05 8 0.0463640528478797
SMIM5 7 3.36559384547501e-05 0.276406931197026 0 4.47763959798404e-05 8 0.00513087079367593
SMIM3 49 0.000750028287573353 0.299736021118311 0.131802721088435 0.000220476402617772 8 0.021465944354167
SMIM2 2 0 0.269488855805122 1 2.2469366683452e-05 9 0.00431512334600919
SMIM1 54 0.000468219096627897 0.287549498112165 0.0705800139762404 0.000239404139002898 8 0.0169316966260701
SMIM19 5 2.37451101485025e-05 0.278931618205369 0.2 3.7762648734983e-05 9 0.00524643493339882
SMIM14 5 3.10649272784166e-05 0.286540182156049 0.1 3.46693616442219e-05 9 0.00892754885131191
SMIM11 3 6.58228614227118e-06 0.264394580863675 0 2.78810297056873e-05 9 0.0023491141350616
SMCP 69 0.000609969239871759 0.318143610382333 0.289002557544757 0.000274528473870542 8 0.260212044094791
SMCO4 56 0.000953945714232853 0.301494194607382 0.0272727272727273 0.000245521236899493 8 0.0309522994060878
SMCO3 3 1.23295372626298e-06 0.257717068339386 0.333333333333333 2.6406284975644e-05 8 0.00200288206589989
SMARCC2 9 6.43706066932347e-05 0.299944765975841 0.361111111111111 5.81930156367347e-05 8 0.0173605396089048
SMAP2 11 2.09507294385206e-06 0.28428360077387 0.363636363636364 5.49650202872334e-05 8 0.0214209743877959
SMAP1 9 2.19867794899426e-05 0.286869243666598 0.194444444444444 5.14609274933897e-05 8 0.0189709440372967
SMAGP 36 0.000328543636253478 0.281731441589786 0.053968253968254 0.000166531567348879 8 0.00933716001537072
SMAD5 6 1.40766190167373e-05 0.273250344571091 0 4.20813385668232e-05 8 0.00524421625418867
SLU7 23 0.000232266950631925 0.311471321695761 0.0592885375494071 0.00011398551040354 8 0.0607126992558154
SLPI 15 0.000169311159200462 0.309648948829829 0.133333333333333 8.17289586939384e-05 8 0.033655495161136
SLITRK3 1 0 0.270241031632697 0 1.64390494550529e-05 8 0.00549741664164154
SLITRK1 1 0 0.25663680447111 0 1.77802346922428e-05 9 0.00192884122979444
SLIT1 12 5.15140187279609e-06 0.303324671539937 0.378787878787879 5.66041781413748e-05 8 0.0773645430851679
SLFN12 14 7.96609430343174e-05 0.292540110083148 0.043956043956044 7.88997335552303e-05 8 0.0188529964672666
SLCO6A1 1 0 0.270241031632697 0 1.64390494550529e-05 8 0.00549741664164154
SLCO3A1 4 1.15049770125848e-06 0.263735799653702 0.166666666666667 2.81855422469703e-05 8 0.00210579103540767
SLC7A8 29 0.000316750607265425 0.297834795879435 0.100985221674877 0.000133185116149417 8 0.0141584318811334
SLC7A3 2 2.67629140144964e-08 0.236101396949018 0 1.95369482958506e-05 10 0.000541650065623998
SLC7A14 43 0.000172201060729283 0.2859628637498 0.0586932447397564 0.000188846555985241 9 0.0110949491231485
SLC6A15 5 8.20460502131941e-07 0.243716827973775 0 3.18682091399973e-05 9 0.00100074294210655
SLC66A2 22 4.79572783521433e-05 0.272012544373544 0.0822510822510823 0.000100527213626596 8 0.00600910520876309
SLC5A4 4 1.01572603322791e-06 0.253429104780456 0 2.77602687702342e-05 9 0.00154513206281159
SLC52A3 3 2.42433114093973e-07 0.263891823367843 0 2.51099144938569e-05 8 0.003442924397734
SLC52A1 9 1.77154722192919e-06 0.255440117801047 0.111111111111111 4.66938661630126e-05 8 0.00284325744623909
SLC50A1 3 1.80006624669263e-06 0.276034299858557 0 2.45289263794212e-05 9 0.0060758031127739
SLC4A3 1 0 0.266527250224062 0 1.60246937140576e-05 8 0.00617220326383326
SLC4A1AP 3 0.000113393043694904 0.261784494141812 0 3.34242341071881e-05 9 0.00414339243082309
SLC48A1 7 0.000133390791438679 0.291618024749008 0.19047619047619 4.72392713442904e-05 8 0.0122013262648155
SLC44A5 9 3.31193617524906e-05 0.301574270813212 0.0555555555555556 5.51074218100721e-05 8 0.0162451675886525
SLC43A3 1 0 0.248290394402036 0 1.71750162031457e-05 9 0.000677482042116895
SLC41A3 12 0.00025752393829385 0.288933098917368 0.0151515151515152 7.18662237289628e-05 9 0.00784010757968607
SLC41A2 32 8.70733041381306e-05 0.277352163968645 0.0645161290322581 0.000141398721786781 8 0.0101709444840998
SLC41A1 31 0.000139811335211332 0.26765241615772 0.0516129032258065 0.000154223228815279 8 0.00735813093581418
SLC39A9 37 9.97803479401335e-05 0.275680925263762 0.10960960960961 0.000161033782648223 8 0.00842322728299064
SLC39A7 28 0.00026471371283387 0.301036394311882 0.166666666666667 0.000119043428867288 8 0.0560096586299407
SLC39A3 1 0 0.2126138394757 0 1.63326313468558e-05 9 8.40567343330103e-05
SLC39A2 51 0.000245702468385292 0.295558342601576 0.164705882352941 0.000211203978250028 8 0.0184399940840678
SLC39A1 8 4.3403310342502e-05 0.276455875517386 0.0357142857142857 4.64489836088758e-05 8 0.0043708959716549
SLC39A13 4 1.81689372342053e-05 0.277592567897942 0 2.87132263719426e-05 9 0.00856114624362722
SLC38A7 53 0.000233669427049487 0.282873578837704 0.0486211901306241 0.000224456832431623 9 0.0118936795643746
SLC38A6 1 0 0.247935524853105 0 1.66095147834818e-05 9 0.000786092789984728
SLC38A2 3 1.66479582222599e-05 0.247886317627913 0 2.71473254269099e-05 9 0.000900234141303793
SLC38A1 28 5.63891840969208e-05 0.285675076050411 0.19047619047619 0.000121392631288239 8 0.00995203558040461
SLC38A11 1 0 0.247935524853105 0 1.66095147834818e-05 9 0.000786092789984729
SLC36A1 2 1.22983273365e-05 0.281382355591601 0 2.21143978895573e-05 8 0.00327995951033058
SLC35G2 4 7.90854476521038e-08 0.253459961849101 0.5 2.65660126326999e-05 8 0.00234053902951565
SLC35G1 6 2.12457103901613e-07 0.255434893756263 0.266666666666667 3.39631469362596e-05 9 0.00218646326347588
SLC35F6 9 0.000205375256241112 0.262180146518609 0.111111111111111 6.23955206515838e-05 8 0.0029641166235024
SLC35F1 7 2.91229716096191e-06 0.271085644832226 0.0952380952380952 3.9788222189616e-05 8 0.00406333476591717
SLC35E4 15 6.5232930241323e-06 0.265931398641599 0.0952380952380952 6.96047137493922e-05 8 0.00430954400631114
SLC35E3 24 7.74755142205064e-05 0.291352725745877 0.123188405797101 0.00010494001064681 9 0.0102047323282317
SLC35C2 89 0.000404317529089155 0.297366792057521 0.0669050051072523 0.000362254170026822 9 0.0205328568055681
SLC35B4 31 0.000228816909513298 0.284854151937419 0.032258064516129 0.000141421879890785 8 0.0118727909962863
SLC35B2 13 2.72692767703731e-05 0.259753764245903 0.0128205128205128 6.8119159179098e-05 8 0.00334541033800157
SLC35B1 16 0.000179643427890669 0.275851406864261 0.141666666666667 8.34945529654425e-05 8 0.00506013815117215
SLC35A4 24 4.70102679444911e-05 0.274330646401195 0.0978260869565217 0.000105259778899353 8 0.00777865069339855
SLC35A1 33 6.1467950425745e-05 0.271338880319784 0.071969696969697 0.000140577834974088 8 0.00884374827260738
SLC34A3 4 2.23226337751127e-07 0.237524722349003 0 2.75857216586428e-05 9 0.000662572800722903
SLC34A2 18 9.71550698881944e-06 0.274843763753191 0.065359477124183 7.98456515996957e-05 9 0.00561308979964729
SLC30A8 75 0.000515297954801673 0.298818125269152 0.0854054054054054 0.00030916385620882 8 0.0196338058768244
SLC30A4 15 1.06849767894589e-05 0.268359761076017 0.00952380952380952 7.07715410654822e-05 9 0.00388292984081493
SLC2A6 1 0 0.246833066540187 0 1.58393800424867e-05 9 0.000753483625094874
SLC2A5 11 8.7006121108279e-06 0.262466640048753 0.0363636363636364 5.60868679680377e-05 8 0.00266615713344654
SLC27A4 4 2.38204045327816e-05 0.281376016580684 0 3.13043746641366e-05 8 0.00975820175623892
SLC26A6 11 6.68969104620414e-06 0.262158134458367 0.0363636363636364 5.57151566454571e-05 9 0.00222479336405507
SLC26A5 1 0 0.22191819764756 0 1.61965240393522e-05 9 0.000146266163260202
SLC26A1 2 3.10388262766231e-06 0.25529392527185 0 2.13685817505591e-05 8 0.00163426260312478
SLC26A11 1 0 0.223334823424229 0 1.56608903578128e-05 9 0.000236253824355692
SLC25A6 13 0.00011922173311677 0.308090774543661 0.0769230769230769 6.72518378508517e-05 8 0.0565140709755423
SLC25A48 13 1.45918555814667e-05 0.302714493456132 0.0769230769230769 6.14272928464906e-05 8 0.0662628935570479
SLC25A46 15 5.53250754283809e-05 0.279181009432697 0.0857142857142857 7.02506490324428e-05 8 0.00661808256882535
SLC25A35 1 0 0.227770078050915 0 1.67263389821564e-05 9 0.000439361209109512
SLC22A23 16 0.000396711958264812 0.300182657181311 0.0583333333333333 7.99650915667563e-05 8 0.0430255958453428
SLC22A1 2 1.71833286723803e-07 0.235252015369547 0 2.13613305009783e-05 9 0.000329570693635372
SLC22A18 4 1.37401772477899e-05 0.246565066329754 0.166666666666667 2.97410154708395e-05 9 0.0010384178095771
SLC22A18AS 5 1.98431457039121e-06 0.279156050243619 0.1 3.15695003996011e-05 8 0.0129796395970789
SLC1A5 4 1.69325773240858e-06 0.261176864204759 0 2.85943053960383e-05 9 0.00140004268219617
SLC1A3 4 1.20821684632804e-07 0.245431322460208 0.166666666666667 2.61523778280964e-05 9 0.00104432681383798
SLC1A1 9 4.61585836000107e-06 0.257181097498198 0.194444444444444 4.75569575746652e-05 9 0.00230406078498249
SLC19A3 11 3.80389814677294e-06 0.260528566362821 0.0909090909090909 5.39200026900288e-05 9 0.00246328837472834
SLC18A2 10 7.27876923701821e-06 0.259888886576916 0 5.41463045131781e-05 9 0.00202582457208613
SLC18A1 58 0.000165469053686912 0.293419785279677 0.0429522081064731 0.000234430165289459 8 0.0153148556803661
SLC17A9 6 3.13141783840028e-06 0.262361887157081 0 3.85481687571772e-05 9 0.00317051670998817
SLC17A8 3 1.07972180166701e-07 0.236723399416247 0 2.31232345189541e-05 9 0.000669502541479868
SLC16A7 13 1.12858770277207e-05 0.269873166094077 0 6.49099080302971e-05 8 0.00275095946552404
SLC16A6 1 0 0.270241031632697 0 1.64390494550529e-05 8 0.00549741664164154
SLC16A4 2 6.72377389639057e-08 0.23373318112918 0 1.98611885691347e-05 10 0.000423622274145004
SLC16A3 8 9.10483387894896e-05 0.293137438978596 0.0357142857142857 5.07358954544185e-05 8 0.0106224965308936
SLC16A1 3 6.02881366115152e-06 0.24734142622334 0 2.88673276502838e-05 9 0.00114054323186156
SLC16A13 18 0.000101543002755369 0.273597511555059 0.0849673202614379 9.08252577918504e-05 8 0.00647761423008023
SLC16A10 3 1.09872142513843e-07 0.248794868730329 0.333333333333333 2.33658994469519e-05 9 0.00103465699175159
SLC15A3 12 1.52971459645035e-05 0.2977566929697 0.151515151515152 5.70395694725256e-05 8 0.0662303670984501
SLC15A2 23 1.92506542691192e-05 0.307038029450085 0.16600790513834 9.468199332799e-05 8 0.0814878525030796
SLC14A1 9 6.99574746250194e-07 0.241497322067325 0 4.48586873225575e-05 9 0.0014940789641814
SLC13A4 25 5.91474098760213e-05 0.267486186662098 0.0866666666666667 0.000125938017994193 9 0.00401131911574771
SLC13A2 3 1.10194904836766e-05 0.277426090046867 0 2.40430183738681e-05 8 0.00641015855899416
SLC12A7 13 4.91015017614951e-05 0.254705630442319 0.153846153846154 6.94642668692525e-05 9 0.00244882717399103
SLC12A4 8 1.13661839191518e-05 0.284115465981211 0.107142857142857 4.64833190020226e-05 8 0.025564651635523
SLC10A6 143 0.00108636983491165 0.302084844966865 0.0190091598542303 0.00059292336135295 8 0.025496694353125
SLC10A4 5 3.62869224141785e-07 0.237303592802994 0 3.13256663573204e-05 9 0.00065349205084099
SLC10A2 10 5.04875783145823e-06 0.24507014617875 0 5.3469691837001e-05 9 0.00144074953076806
SLC10A1 86 0.000712602152536253 0.293543914075536 0.0213406292749658 0.000380043980926575 9 0.0153837451856231
SLAMF6 8 2.7612136827908e-05 0.267543483848856 0 4.73903664556825e-05 9 0.00247613049956763
SLAIN1 35 0.000106372961477012 0.314284995344858 0.080672268907563 0.000151093657991554 8 0.0904982800910739
SLA 6 7.11592291448471e-06 0.290458361433455 0.133333333333333 3.78278759412848e-05 9 0.012464525955054
SLA2 3 3.84063416008528e-06 0.280151627301886 0 2.5427404605515e-05 9 0.00649924823556522
SKIL 19 0.000212785691475166 0.309956323208259 0.0701754385964912 0.000103146838510029 8 0.0501651814858798
SKIC8 46 0.000822393039272543 0.329221361168222 0.0434782608695652 0.000236117026998107 8 0.0596452700873108
SKAP1 9 2.6110946548256e-05 0.277118324421468 0 5.53965697419604e-05 9 0.00561749436547394
SIX6OS1 4 8.78401110583418e-05 0.271015058803107 0 4.57399744812791e-05 8 0.00561054094867885
SIX2 4 5.00845636796685e-05 0.280756175961517 0 3.62042061998601e-05 8 0.0114199395719534
SIVA1 14 0.000119282598156408 0.292677211482132 0.0549450549450549 7.45579953841587e-05 8 0.0408438163039698
SIT1 10 4.03020499575143e-06 0.253182518446445 0 5.34489112345078e-05 9 0.00169329065848647
SIPA1L3 1 0 0.253923721232821 0 1.73379227418909e-05 8 0.00089918814767697
SIPA1L2 4 5.94982630399795e-06 0.271852690231586 0 3.07672964056584e-05 9 0.00742254369092776
SINHCAF 4 3.42132526716441e-06 0.25164201958335 0.5 3.34137881962736e-05 8 0.0012357948889428
SIL1 4 6.76289069773148e-06 0.271091528661038 0 3.33425548374997e-05 9 0.00320371775660545
SIK1B 6 9.96502419641414e-06 0.266914561695944 0.0666666666666667 4.39121763349093e-05 9 0.00484075866334643
SIGMAR1 6 3.62795595486955e-05 0.26632265768263 0 4.60064747725393e-05 9 0.00180572144875067
SIGLEC7 1 0 0.223334823424229 0 1.56608903578128e-05 9 0.000236253824355692
SIGLEC6 6 0.000103186098575363 0.285029666818804 0.0666666666666667 4.16518385609186e-05 9 0.0115822749437805
SIGLEC12 14 1.74337895381215e-05 0.258586778741641 0 7.2813817847452e-05 9 0.00190823986401759
SIAH1 103 0.00480370827566553 0.344077134986226 0.0159908623643632 0.000619595979367605 7 0.116125019231014
SHTN1 9 0.000198586358914042 0.277050707599485 0.0277777777777778 7.73190737138572e-05 8 0.00674856970687168
SHOX2 12 1.53468155440617e-05 0.3023627384526 0.0303030303030303 6.1560969993113e-05 8 0.03075531492946
SHMT1 5 1.74122092601157e-05 0.278496254013557 0 3.66153962963392e-05 8 0.0126827674396211
SHLD1 9 1.09767357031361e-05 0.311790109588357 0.111111111111111 4.93390687669379e-05 8 0.037179804449972
SHISAL2A 2 3.03123510016511e-08 0.230268615991593 0 2.12593944976734e-05 9 0.000224789118557382
SHISAL1 28 9.16518705431519e-05 0.280920357166955 0.0264550264550265 0.000129365673974825 8 0.00734032743704055
SHISA6 29 0.000141191634853225 0.320075854646097 0.120689655172414 0.000128787865655582 7 0.111787740843202
SHISA5 7 3.44155456690672e-05 0.278539729265627 0.0476190476190476 4.52891769434003e-05 9 0.00622259137314257
SHISA4 8 2.41957340797804e-05 0.264989179785293 0 4.80355902280361e-05 9 0.00247427286016409
SHISA3 7 0.00012991073615311 0.28985843583198 0 4.27639185752108e-05 8 0.0143595296995124
SHCBP1L 6 2.26811819114984e-06 0.275176804952742 0.0666666666666667 3.70948282426604e-05 9 0.00934130179710921
SHC3 40 0.00031059061004627 0.323323841573906 0.0346153846153846 0.000172107214319432 8 0.112530851146603
SHC1 28 0.000445748138136025 0.306480504502736 0.113756613756614 0.0001773767581979 8 0.0185504406956533
SH3RF2 16 3.97358397720863e-05 0.307438586127111 0.0583333333333333 7.57670148077749e-05 8 0.0639344904023387
SH3GLB2 17 9.52013928959557e-05 0.319070123898327 0.0955882352941176 8.20686926354295e-05 8 0.0572539667581538
SH3BP1 7 1.95737048749583e-05 0.285387867017023 0 4.65994506736449e-05 9 0.0107660760593432
SH2B2 19 6.38774429561029e-05 0.301312361285342 0.0467836257309941 9.90157247939862e-05 8 0.0458525649179582
SGSM1 21 0.00026092404890956 0.318046395559064 0.080952380952381 0.000118587334638476 8 0.0312612397342336
SGPL1 33 7.16506894062689e-05 0.277994168577088 0.0189393939393939 0.000143841819681347 9 0.00821855385172809
SGMS2 5 1.82681573056867e-07 0.250888857642167 0.1 3.00122639084856e-05 9 0.00131042164931914
SGK1 4 2.28422881121904e-06 0.250682402055234 0.166666666666667 3.11850226618765e-05 9 0.000778289979977297
SGCZ 2 0 0.234408723232551 1 2.00721077105806e-05 9 0.000397307020613841
SGCG 3 2.02888664524819e-05 0.230175257541972 0 3.06643944716265e-05 9 0.000298690310011917
SFXN5 8 2.68434733157885e-06 0.259683556146953 0.25 4.26691894533689e-05 8 0.00329711364576631
SFXN3 17 0.000167754914569411 0.308997798174216 0.213235294117647 7.6756267415492e-05 8 0.0165587332784039
SFXN2 5 3.11754071142049e-07 0.269401665156809 0.2 3.03971178503266e-05 8 0.00309101211380457
SFXN1 16 0.000307204708376695 0.282164238111375 0.0583333333333333 8.19688641004323e-05 8 0.00577678937175957
SFTPA2 2 6.9527711859128e-07 0.260213754453218 0 2.31272351239827e-05 9 0.00221376800878911
SFT2D2 26 9.87573021128633e-05 0.279112382399607 0.0707692307692308 0.000120085526048173 8 0.00734165914083275
SFT2D1 30 0.000452912594726215 0.306563251681312 0.0413793103448276 0.000147258349461722 8 0.0201653579958793
SFRS2 7 3.37943792352914e-06 0.291407106693731 0 3.91458296177406e-05 8 0.0455050084032099
SFRP1 1 0 0.227450694735309 0 1.55363344713769e-05 9 0.000293182985736785
